Scheme Name	Net Asset Value
Union Fixed Maturity Plan - Series 13 - Regular Plan - IDCW Payout Option	11.9722
UTI Capital Protection Oriented Scheme - Series IX-I (1467 Days) - Direct Plan - IDCW	10
UTI Capital Protection Oriented Scheme - Series IX-I (1467 Days) - Regular Plan - IDCW	10.0001
UTI Capital Protection Oriented Scheme Series IX-I (1467 Days) - Direct Plan - Growth Option	12.8584
UTI Capital Protection Oriented Scheme Series IX-I (1467 Days) - Regular Plan - Growth Option	12.3036
UTI Capital Protection Oriented Scheme - Series IX-II (1462 Days) - Direct Plan - IDCW	10
UTI Capital Protection Oriented Scheme - Series IX-II (1462 Days) - Regular Plan - IDCW	10.0001
UTI Capital Protection Oriented Scheme Series IX-II ( 1462 Days) - Direct Plan - Growth Option	12.8826
UTI Capital Protection Oriented Scheme Series IX-II ( 1462 Days) - Regular Plan - Growth Option	12.3534
UTI Capital Protection Oriented Scheme - Series IX-III (1389 Days) - Direct Plan - IDCW	10
UTI Capital Protection Oriented Scheme - Series IX-III (1389 Days) - Regular Plan - IDCW	10.0001
UTI Capital Protection Oriented Scheme Series IX-III ( 1389 Days) - Direct Plan - Growth Option	12.6616
UTI Capital Protection Oriented Scheme Series IX-III ( 1389 Days) - Regular Plan - Growth Option	12.1706
UTI Capital Protection Oriented Scheme - Series VIII-II (1831 Days) - Direct Plan - IDCW	10.0001
UTI Capital Protection Oriented Scheme - Series VIII-II (1831 Days) - Regular Plan - IDCW	10.0001
UTI Capital Protection Oriented Scheme Series VIII - II (1831 Days) - Regular Plan - Growth Option	14.7526
UTI Capital Protection Oriented Scheme Series VIII -II  (1831 Days) - Direct Plan - Growth Option	15.6052
UTI Capital Protection Oriented Scheme Series VIII-III (1281 Days) - Direct Plan - Dividend Option	10.0001
UTI Capital Protection Oriented Scheme Series VIII-III (1281 Days) - Regular Plan - Dividend Option	10.0002
UTI Capital Protection Oriented Scheme Series VIII-III (1281 Days) - Regular Plan - Growth Option	11.5592
UTI Capital Protection Oriented Scheme Series VIII-III (1281Days) - Direct Plan - Growth Option	12.1072
UTI Capital Protection Oriented Scheme - Series VIII-IV (1996 Days) - Direct Plan - IDCW	10
UTI Capital Protection Oriented Scheme - Series VIII-IV (1996 Days) - Regular Plan - IDCW	10.0001
UTI Capital Protection Oriented Scheme Series VIII-IV (1996 Days) - Direct Plan - Growth Option	14.8631
UTI Capital Protection Oriented Scheme Series VIII-IV (1996 Days) - Regular Plan - Growth Option	14.0605
UTI Capital Protection Oriented Scheme - Series X-II (1134 Days) - Direct Plan - IDCW	10
UTI Capital Protection Oriented Scheme - Series X-II (1134 Days) - Regular Plan - IDCW	10.0001
UTI Capital Protection Oriented Scheme Series X-II ( 1134 Days) - Direct Plan - Growth Option	12.0468
UTI Capital Protection Oriented Scheme Series X-II ( 1134 Days) - Regular Plan - Growth Option	11.758
UTI Dual Advantage Fixed Term Fund Series II-I (1998 Days) - Direct Plan - Dividend Option	10
UTI Dual Advantage Fixed Term Fund Series II-I (1998 Days) - Direct Plan - Growth Option	14.6028
UTI Dual Advantage Fixed Term Fund Series II-I (1998 Days) - Regular Plan - Dividend Option	10
UTI Dual Advantage Fixed Term Fund Series II-I (1998 Days) - Regular Plan - Growth Option	13.5832
UTI Dual Advantage Fixed Term Fund Series II-II (1997 Days) - Direct Plan - Dividend Option	10
UTI Dual Advantage Fixed Term Fund Series II-II (1997 Days) - Direct Plan- Growth Option	14.0746
UTI Dual Advantage Fixed Term Fund Series II-II (1997 days) - Regular Plan - Dividend Option	10
UTI Dual Advantage Fixed Term Fund Series II-II (1997 Days) - Regular Plan - Growth Option	13.4881
UTI Dual Advantage Fixed Term Fund Series II-III (1998 Days) - Direct Plan - Growth Option	15.7278
UTI Dual Advantage Fixed Term Fund Series II-III (1998 Days) - Direct Plan - IDCW	10
UTI Dual Advantage Fixed Term Fund Series II-III (1998 Days) - Regular Plan - Growth Option	15.0152
UTI Dual Advantage Fixed Term Fund Series II-III (1998 Days) - Regular Plan - IDCW	10
UTI - Dual Advantage Fixed Term Series II-IV (1997 Days) - Direct Plan - Growth Option	16.7457
UTI - Dual Advantage Fixed Term Series II-IV (1997 Days) - Regular Plan - Growth Option	15.6197
UTI Dual Advantage Fixed Term Fund Series II-IV (1997 Days) - Direct Plan - IDCW	10.0001
UTI Dual Advantage Fixed Term Fund Series II-IV (1997 Days) - Regular Plan - IDCW	10.0002
UTI - Dual Advantage Fixed Term Series II-V (1997 Days) - Direct Plan - Growth Option	14.9899
UTI - Dual Advantage Fixed Term Series II-V (1997 Days) - Regular Plan - Growth Option	14.0308
UTI Dual Advantage Fixed Term Fund Series II-V (1997 Days) - Direct Plan - IDCW	10.0001
UTI Dual Advantage Fixed Term Fund Series II-V (1997 Days) - Regular Plan - IDCW	10.0001
UTI - Dual Advantage Fixed Term Series III-I (1998 Days) - Direct Plan - Growth Option	15.9878
UTI - Dual Advantage Fixed Term Series III-I (1998 Days) - Regular Plan - Growth Option	14.9657
UTI Dual Advantage Fixed Term Fund Series III-I (1998 Days) - Direct Plan - IDCW	10.0001
UTI Dual Advantage Fixed Term Fund Series III-I (1998 Days) - Regular Plan - IDCW	10.0001
UTI - Dual Advantage Fixed Term Series IV-I (1279 Days) - Direct Plan - Dividend Option	10
UTI - Dual Advantage Fixed Term Series IV-I (1279 Days) - Direct Plan - Growth Option	12.4481
UTI - Dual Advantage Fixed Term Series IV-I (1279 Days) - Regular Plan - Dividend Option	10.0001
UTI - Dual Advantage Fixed Term Series IV-I (1279 Days) - Regular Plan - Growth Option	11.9002
UTI - Dual Advantage Fixed Term Series IV-II (1278 Days) - Direct  Plan - Dividend Option	10
UTI - Dual Advantage Fixed Term Series IV-II (1278 Days) - Direct Plan - Growth Option	12.2771
UTI - Dual Advantage Fixed Term Series IV-II (1278 Days) - Regular Plan - Dividend Option	10
UTI - Dual Advantage Fixed Term Series IV-II (1278 Days) - Regular Plan - Growth Option	11.7301
UTI - Dual Advantage Fixed Term Series IV-III (1279 Days) - Direct Plan - Dividend Option	10
UTI - Dual Advantage Fixed Term Series IV-III (1279 Days) - Direct Plan - Growth Option	12.3528
UTI - Dual Advantage Fixed Term Series IV-III (1279 Days) - Regular Plan - Dividend Option	10
UTI - Dual Advantage Fixed Term Series IV-III (1279 Days) - Regular Plan - Growth Option	11.8205
UTI - Dual Advantage Fixed Term Series IV-IV (1997 Days) - Direct Plan - Growth Option	16.0915
UTI - Dual Advantage Fixed Term Series IV-IV (1997 Days) - Regular Plan - Growth Option	15.2636
UTI Dual Advantage Fixed Term Fund Series IV-IV (1997 Days) - Direct Plan - IDCW	10
UTI Dual Advantage Fixed Term Fund Series IV-IV (1997 Days) - Regular Plan - IDCW	10.0001
UTI Dual Advantage Fixed Term Fund  Series V-I ( 1103 days) - Direct  Plan - Growth Option	11.784
UTI Dual Advantage Fixed Term Fund  Series V-I ( 1103 days) - Direct Plan - Dividend Option	10
UTI Dual Advantage Fixed Term Fund  Series V-I ( 1103 days) - Regular Plan - Dividend Option	10
UTI Dual Advantage Fixed Term Fund  Series V-I ( 1103 days) - Regular Plan - Growth Option	11.4036
UTI F I I F-Annual Interval Plan Series - II - Direct Plan - Growth Option	28.8723
UTI F I I F-Annual Interval Plan Series - II - Regular Plan - Growth Option	28.5682
UTI FIIF Annual Interval Plan II - Direct Plan - IDCW	10.0624
UTI FIIF Annual Interval Plan II - Regular Plan - IDCW	10.075
UTI FIIF Annual Interval Plan IV - Direct Plan - IDCW	10.1008
UTI FIIF Annual Interval Plan IV - Regular Plan - IDCW	10.0749
UTI Fixed Interval Income Fund (Annual Interval Plan) Series IV - Direct Plan - Growth Option	27.6707
UTI Fixed Interval Income Fund (Annual Interval Plan) Series IV - Regular Plan - Growth Option	27.3947
UTI FIIF Half Yearly Plan I - Direct Plan - IDCW	10.0606
UTI FIIF Half Yearly Plan I - Regular Plan - IDCW	10.0564
UTI Fixed  Income Interval Fund ( Half Yearly Plan - I) - Direct Plan - Growth Option	26.6295
UTI Fixed  Income Interval Fund ( Half Yearly Plan - I) - Regular Plan - Growth Option	26.1257
UTI FIIF Half Yearly Plan II - Direct Plan - IDCW	10.2065
UTI FIIF Half Yearly Plan II - Regular Plan - IDCW	10.0636
UTI Fixed Income Interval Fund ( Half Yearly Plan-II)- Direct Plan - Growth Option	26.0845
UTI Fixed Income Interval Fund ( Half Yearly Plan-II)- Regular Plan - Growth Option	26.0118
UTI - Fixed Income Interval Fund - Monthly Interval Plan  - Direct Plan - Growth Option	27.3497
UTI - Fixed Income Interval Fund - Monthly Interval Plan  - Regular Plan - Growth Option	26.846
UTI - Fixed Income Interval Fund - Monthly Interval Plan - Institutional Dividend Option	10.0325
UTI FIIF Monthly Interval Plan I - Direct Plan - Monthly IDCW	10.0063
UTI FIIF Monthly Interval Plan I - Regular Plan - Monthly IDCW	10.0085
UTI FIIF Monthly Interval Plan II - Direct Plan - Monthly IDCW	10.0286
UTI FIIF Monthly Interval Plan II - Regular Plan - Monthly IDCW	10.0163
UTI Fixed Income Interval Fund - Monthly Interval Plan II-Direct Plan - Growth Option	26.2655
UTI Fixed Income Interval Fund - Monthly Interval Plan II-Regular Plan - Growth Option	25.7798
UTI FIIF Quarterly Interval Plan III - Direct Plan - IDCW	10.0803
UTI FIIF Quarterly Interval Plan III - Regular Plan - IDCW	10.0759
UTI Fixed  Income Interval Fund ( Quarterly Interval Plan - III) - Direct Plan - Growth Option	28.4214
UTI Fixed  Income Interval Fund ( Quarterly Interval Plan - III) -Regular Plan - Growth Option	27.902
UTI Fixed  Income Interval Fund ( Quarterly Interval Plan -III) - Inst Dividend Plan	10.065
UTI F I I F Series II -Quarterly Interval Plan - IV -Direct Plan - Growth Option	25.5663
UTI F I I F Series II -Quarterly Interval Plan - IV -Instn. Growth  Option	20.9434
UTI F I I F Series II -Quarterly Interval Plan - IV -Regular Plan - Growth Option	25.0959
UTI FIIF Sr-2 Quarterly Interval Plan IV - Direct Plan - IDCW	10.0714
UTI FIIF Sr-2 Quarterly Interval Plan IV - Regular Plan - IDCW	10.0671
UTI F I I F Series II -Quarterly Interval Plan - VII - Direct Plan - Growth Option	25.166
UTI F I I F Series II -Quarterly Interval Plan - VII - Regular Plan - Growth Option	24.7004
UTI FIIF Sr-2 Quarterly Interval Plan VII - Direct Plan - IDCW	10.0613
UTI FIIF Sr-2 Quarterly Interval Plan VII - Regular Plan - IDCW	10.0569
UTI Fixed Term Income fund - Series XXIX - I (1134 DAYS) - Direct Plan - Annual IDCW	10
UTI Fixed Term Income fund - Series XXIX - I (1134 DAYS) - Direct Plan - Maturity IDCW	10
UTI Fixed Term Income fund - Series XXIX - I (1134 DAYS) - Direct Plan - Quarterly IDCW	10
UTI Fixed Term Income fund - Series XXIX - I (1134 DAYS) - Regular Plan - Annual IDCW	10
UTI Fixed Term Income fund - Series XXIX - I (1134 DAYS) - Regular Plan - Flexi IDCW	10
UTI Fixed Term Income fund - Series XXIX - I (1134 DAYS) - Regular Plan - Maturity IDCW	10
UTI Fixed Term Income fund - Series XXIX - I (1134 DAYS) - Regular Plan - Quarterly IDCW	10
UTI Fixed Term Income Fund Series XXIX -I (1134 days) - Direct Plan - Growth Option	12.4802
UTI Fixed Term Income Fund Series XXIX-I (1134 days) - Regular Plan - Growth Opton	12.3558
UTI Fixed Term Income fund - Series XXIX - II (1118 DAYS) - Direct Plan - Annual IDCW	9.736
UTI Fixed Term Income fund - Series XXIX - II (1118 DAYS) - Direct Plan - Maturity IDCW	10
UTI Fixed Term Income fund - Series XXIX - II (1118 DAYS) - Direct Plan - Quarterly IDCW	9.7357
UTI Fixed Term Income fund - Series XXIX - II (1118 DAYS) - Regular Plan - Annual IDCW	9.73
UTI Fixed Term Income fund - Series XXIX - II (1118 DAYS) - Regular Plan - Flexi IDCW	10
UTI Fixed Term Income fund - Series XXIX - II (1118 DAYS) - Regular Plan - Maturity IDCW	10
UTI Fixed Term Income fund - Series XXIX - II (1118 DAYS) - Regular Plan - Quarterly IDCW	9.7298
UTI Fixed Term Income Fund Series XXIX-II ( 1118 Days) - Direct Plan - Growth Option	11.419
UTI Fixed Term Income Fund Series XXIX-II (1118 days) - Regular Plan - Growth Option	11.3054
UTI Fixed Term Income fund - Series XXIX - III (1131 DAYS) - Direct Plan - Annual IDCW	10
UTI Fixed Term Income fund - Series XXIX - III (1131 DAYS) - Direct Plan - Flexi IDCW	10
UTI Fixed Term Income fund - Series XXIX - III (1131 DAYS) - Direct Plan - Maturity IDCW	10
UTI Fixed Term Income fund - Series XXIX - III (1131 DAYS) - Direct Plan - Quarterly IDCW	10
UTI Fixed Term Income fund - Series XXIX - III (1131 DAYS) - Regular Plan - Annual IDCW	10
UTI Fixed Term Income fund - Series XXIX - III (1131 DAYS) - Regular Plan - Maturity IDCW	10
UTI Fixed Term Income fund - Series XXIX - III (1131 DAYS) - Regular Plan - Quarterly IDCW	10
UTI Fixed Term Income Fund Series XXIX-III (1131 days) - Direct Plan - Growth Option	11.3951
UTI Fixed Term Income Fund Series XXIX-III (1131 days) - Regular Plan - Growth Option	11.2815
UTI Fixed Term Income fund - Series XXIX - IV (1422 DAYS) - Direct Plan - Flexi IDCW	10
UTI Fixed Term Income fund - Series XXIX - IV (1422 DAYS) - Regular Plan - Annual IDCW	10
UTI Fixed Term Income Fund Series XXIX-IV (1422 days) - Direct Plan - Growth Option	13.4977
UTI Fixed Term Income Fund Series XXIX-IV (1422 days) - Regular Plan - Growth Option	13.3945
UTI Fixed Term Income fund - Series XXIX - IX (1109 DAYS) - Direct Plan - Annual IDCW	10.0001
UTI Fixed Term Income fund - Series XXIX - IX (1109 DAYS) - Direct Plan - Maturity IDCW	10
UTI Fixed Term Income fund - Series XXIX - IX (1109 DAYS) - Direct Plan - Quarterly IDCW	10
UTI Fixed Term Income fund - Series XXIX - IX (1109 DAYS) - Regular Plan - Annual IDCW	10
UTI Fixed Term Income fund - Series XXIX - IX (1109 DAYS) - Regular Plan - Maturity IDCW	10.0001
UTI Fixed Term Income fund - Series XXIX - IX (1109 DAYS) - Regular Plan - Quarterly IDCW	10
UTI Fixed Term Income Fund Series XXIX-IX (1109 days) - Direct Plan - Growth Option	10.9669
UTI Fixed Term Income Fund Series XXIX-IX (1109 days) - Regular Plan - Growth Option	10.8574
UTI Fixed Term Income fund - Series XXIX - V (1113 DAYS) - Direct Plan - Annual IDCW	10
UTI Fixed Term Income fund - Series XXIX - V (1113 DAYS) - Direct Plan - Flexi IDCW	10
UTI Fixed Term Income fund - Series XXIX - V (1113 DAYS) - Direct Plan - Maturity IDCW	10
UTI Fixed Term Income fund - Series XXIX - V (1113 DAYS) - Direct Plan - Quarterly IDCW	10
UTI Fixed Term Income fund - Series XXIX - V (1113 DAYS) - Regular Plan - Annual IDCW	10
UTI Fixed Term Income fund - Series XXIX - V (1113 DAYS) - Regular Plan - Flexi IDCW	10
UTI Fixed Term Income fund - Series XXIX - V (1113 DAYS) - Regular Plan - Maturity IDCW	10
UTI Fixed Term Income fund - Series XXIX - V (1113 DAYS) - Regular Plan - Quarterly IDCW	10
UTI Fixed Term Income Fund Series XXIX-V (1113 days) - Direct Plan - Growth Option	11.5331
UTI Fixed Term Income Fund Series XXIX-V (1113 days) - Regular Plan - Growth Option	11.4175
UTI Fixed Term Income fund - Series XXIX - VI (1135 DAYS) - Direct Plan - Annual IDCW	10
UTI Fixed Term Income fund - Series XXIX - VI (1135 DAYS) - Regular Plan - Annual IDCW	10
UTI Fixed Term Income Fund Series XXIX-VI (1135 days) - Direct Plan - Growth Option	12.749
UTI Fixed Term Income Fund Series XXIX-VI (1135 days) - Regular Plan - Growth Option	12.711
UTI Fixed Term Income fund - Series XXIX - VII (1135 DAYS) - Direct Plan - Quarterly IDCW	10
UTI Fixed Term Income fund - Series XXIX - VII (1135 DAYS) - Regular Plan - Annual IDCW	10
UTI Fixed Term Income fund - Series XXIX - VII (1135 DAYS) - Regular Plan - Quarterly IDCW	10
UTI Fixed Term Income Fund Series XXIX-VII (1135 days) - Direct Plan - Growth Option	12.5388
UTI Fixed Term Income Fund Series XXIX-VII (1135 days) - Regular Plan - Growth Option	12.4432
UTI Fixed Term Income fund - Series XXIX - VIII (1127 DAYS) - Direct Plan - Annual IDCW	10
UTI Fixed Term Income fund - Series XXIX - VIII (1127 DAYS) - Direct Plan - Flexi IDCW	10
UTI Fixed Term Income fund - Series XXIX - VIII (1127 DAYS) - Direct Plan - Maturity IDCW	10
UTI Fixed Term Income fund - Series XXIX - VIII (1127 DAYS) - Direct Plan - Quarterly IDCW	10
UTI Fixed Term Income fund - Series XXIX - VIII (1127 DAYS) - Regular Plan - Annual IDCW	10
UTI Fixed Term Income fund - Series XXIX - VIII (1127 DAYS) - Regular Plan - Flexi IDCW	10
UTI Fixed Term Income fund - Series XXIX - VIII (1127 DAYS) - Regular Plan - Quarterly IDCW	10
UTI Fixed Term Income Fund Series XXIX-VIII (1127 days) - Direct Plan - Growth Option	12.765
UTI Fixed Term Income Fund Series XXIX-VIII (1127 days) - Regular Plan - Growth Option	12.6695
UTI Fixed Term Income fund - Series XXIX - XI (1112 DAYS) - Direct Plan - Flexi IDCW	10
UTI Fixed Term Income fund - Series XXIX - XI (1112 DAYS) - Direct Plan - Maturity IDCW	10
UTI Fixed Term Income Fund Series XXIX-XI (1112 days) - Direct Plan - Growth Option	11.2868
UTI Fixed Term Income Fund Series XXIX-XI (1112 days) - Regular Plan - Growth Option	11.2025
UTI Fixed Term Income fund - Series XXIX - XIII (1122 DAYS) - Direct Plan - Annual IDCW	10
UTI Fixed Term Income fund - Series XXIX - XIII (1122 DAYS) - Direct Plan - Maturity IDCW	10
UTI Fixed Term Income fund - Series XXIX - XIII (1122 DAYS) - Direct Plan - Quarterly IDCW	10
UTI Fixed Term Income fund - Series XXIX - XIII (1122 DAYS) - Regular Plan - Annual IDCW	10
UTI Fixed Term Income fund - Series XXIX - XIII (1122 DAYS) - Regular Plan - Flexi IDCW	10
UTI Fixed Term Income fund - Series XXIX - XIII (1122 DAYS) - Regular Plan - Maturity IDCW	10
UTI Fixed Term Income fund - Series XXIX - XIII (1122 DAYS) - Regular Plan - Quarterly IDCW	10
UTI Fixed Term Income Fund Series XXIX-XIII (1122 days) - Direct Plan - Growth Option	12.2971
UTI Fixed Term Income Fund Series XXIX-XIII (1122 days) - Regular Plan - Growth Option	12.1747
UTI Fixed Term Income fund - Series XXIX - XIV (1131 DAYS) - Direct Plan - Quarterly IDCW	10
UTI Fixed Term Income fund - Series XXIX - XIV (1131 DAYS) - Regular Plan - Maturity IDCW	10
UTI Fixed Term Income Fund Series XXIX-XIV (1131 days) - Direct Plan - Growth Option	12.704
UTI Fixed Term Income Fund Series XXIX-XIV (1131 days) - Regular Plan - Growth Option	12.609
UTI Fixed Term Income Fund Series XXIX-XV (1124 days) - Direct Plan - Growth Option	12.6618
UTI Fixed Term Income Fund Series XXIX-XV (1124 days) - Regular Plan - Growth Option	12.5669
UTI Fixed Term Income fund - Series XXX - I (1104 DAYS) - Direct Plan - Maturity IDCW	10
UTI Fixed Term Income fund - Series XXX - I (1104 DAYS) - Direct Plan - Quarterly IDCW	10
UTI Fixed Term Income fund - Series XXX - I (1104 DAYS) - Regular Plan - Annual IDCW	10
UTI Fixed Term Income fund - Series XXX - I (1104 DAYS) - Regular Plan - Flexi IDCW	10
UTI Fixed Term Income fund - Series XXX - I (1104 DAYS) - Regular Plan - Maturity IDCW	10
UTI Fixed Term Income fund - Series XXX - I (1104 DAYS) - Regular Plan - Quarterly IDCW	10
UTI Fixed Term Income Fund Series XXX-I (1104 days) - Direct Plan - Growth Option	12.2092
UTI Fixed Term Income Fund Series XXX-I (1104 days) - Regular Plan - Growth Option	12.0875
UTI Fixed Term Income fund - Series XXX - II (1107 DAYS) - Direct Plan - Annual IDCW	10
UTI Fixed Term Income fund - Series XXX - II (1107 DAYS) - Regular Plan - Quarterly IDCW	10
UTI Fixed Term Income Fund Series XXX-II (1107 days) - Direct Plan - Growth Option	12.6748
UTI Fixed Term Income Fund Series XXX-II (1107 days) - Regular Plan - Growth Option	12.5801
UTI Fixed Term Income Fund Series XXX-III (1106 Days) - Direct Plan - Annual IDCW	10
UTI Fixed Term Income Fund Series XXX-III (1106 Days) - Direct Plan - Flexi IDCW	10
UTI Fixed Term Income Fund Series XXX-III (1106 days) - Direct Plan - Growth Option	11.8575
